Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40511,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180831,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,CARDINAL HEALTH,2012/06/01-,55154-7147,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/92a81a1f-698b-4db0-b5a6-f7562abd9a32/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=92a81a1f-698b-4db0-b5a6-f7562abd9a32,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=92a81a1f-698b-4db0-b5a6-f7562abd9a32,92a81a1f-698b-4db0-b5a6-f7562abd9a32
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180719,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,NUCARE PHARMACEUTICALS INC,1987/01/21-,66267-039,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3d842708-32b3-18c8-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3d842708-32b3-18c8-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3d842708-32b3-18c8-e054-00144ff88e88,3d842708-32b3-18c8-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180330,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,2013/01/30-,68788-9711,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/71ab0446-3772-4680-93c5-8020d21dc15f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=71ab0446-3772-4680-93c5-8020d21dc15f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=71ab0446-3772-4680-93c5-8020d21dc15f,71ab0446-3772-4680-93c5-8020d21dc15f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180330,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,1995/06/12-,68788-9025,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/41fbd224-1239-4d89-8e19-0a300cd66f38/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=41fbd224-1239-4d89-8e19-0a300cd66f38,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=41fbd224-1239-4d89-8e19-0a300cd66f38,41fbd224-1239-4d89-8e19-0a300cd66f38
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180222,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2018/01/08-,71610-042,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e579dee5-bcf7-4f10-ac5d-13af5a06b12d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e579dee5-bcf7-4f10-ac5d-13af5a06b12d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e579dee5-bcf7-4f10-ac5d-13af5a06b12d,e579dee5-bcf7-4f10-ac5d-13af5a06b12d
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180212,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,AVPAK,2017/07/21-,50268-139,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/83001953-2524-42be-9e90-f0b6a6852b6c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=83001953-2524-42be-9e90-f0b6a6852b6c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=83001953-2524-42be-9e90-f0b6a6852b6c,83001953-2524-42be-9e90-f0b6a6852b6c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180125,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PD RX PHARMACEUTICALS INC,1995/06/12-,43063-369,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4,3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180101,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,BRYANT RANCH PREPACK,1987/01/21-,71335-0347,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a6e82fcc-578b-475b-bb49-8b0d837600f1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6e82fcc-578b-475b-bb49-8b0d837600f1,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a6e82fcc-578b-475b-bb49-8b0d837600f1,a6e82fcc-578b-475b-bb49-8b0d837600f1
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170929,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,WEST WARD PHARMACEUTICALS CORP,1995/06/12-,0143-1787,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/856d0894-e840-4b87-95aa-3085d5aed5be/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=856d0894-e840-4b87-95aa-3085d5aed5be,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=856d0894-e840-4b87-95aa-3085d5aed5be,856d0894-e840-4b87-95aa-3085d5aed5be
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170511,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,ATLANTIC BIOLOGICALS CORPS,1995/06/12-,17856-1787,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/098f223d-842b-46d3-ab8b-5a998571c459/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=098f223d-842b-46d3-ab8b-5a998571c459,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=098f223d-842b-46d3-ab8b-5a998571c459,098f223d-842b-46d3-ab8b-5a998571c459
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,207118,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170426,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,MARLEX PHARMACEUTICALS INC,2017/04/01-,10135-628,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5f6997ee-45d5-4ef9-a829-a284a35a4e72/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f6997ee-45d5-4ef9-a829-a284a35a4e72,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5f6997ee-45d5-4ef9-a829-a284a35a4e72,5f6997ee-45d5-4ef9-a829-a284a35a4e72
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,207118,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20161215,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,SUNRISE PHARMACEUTICAL INC,2017/01/10-,11534-187,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee7630f8-f4b8-4eb0-b34d-d908567030c4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee7630f8-f4b8-4eb0-b34d-d908567030c4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ee7630f8-f4b8-4eb0-b34d-d908567030c4,ee7630f8-f4b8-4eb0-b34d-d908567030c4
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20151030,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,DIRECT RX,2014/01/01-,61919-022,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c0a97823-63d5-43fa-862f-2acce3185681/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c0a97823-63d5-43fa-862f-2acce3185681,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c0a97823-63d5-43fa-862f-2acce3185681,c0a97823-63d5-43fa-862f-2acce3185681
HUMAN PRESCRIPTION DRUG LABEL,SYRUP,ORAL,ANDA,40387,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20131206,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,MIKART INC,2003/01/31-,46672-633,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3f0f6064-cc9f-491c-a940-3f087abbc774/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3f0f6064-cc9f-491c-a940-3f087abbc774,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3f0f6064-cc9f-491c-a940-3f087abbc774,3f0f6064-cc9f-491c-a940-3f087abbc774
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40511,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110815,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REDPHARM DRUG INC,2003/08/27-,67296-0718,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e8982243-5634-400a-8b23-8029fb4e5e92/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e8982243-5634-400a-8b23-8029fb4e5e92,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e8982243-5634-400a-8b23-8029fb4e5e92,e8982243-5634-400a-8b23-8029fb4e5e92
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110801,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,1987/01/21-,50436-4856,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/11690b28-5509-496a-9648-349158770ec2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=11690b28-5509-496a-9648-349158770ec2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=11690b28-5509-496a-9648-349158770ec2,11690b28-5509-496a-9648-349158770ec2
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40496,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110801,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REBEL DISTRIBUTORS CORP,2003/12/23-,21695-843,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/917f576b-ead7-442d-bf90-7fb981210805/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=917f576b-ead7-442d-bf90-7fb981210805,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=917f576b-ead7-442d-bf90-7fb981210805,917f576b-ead7-442d-bf90-7fb981210805
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40336,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100920,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REBEL DISTRIBUTORS CORP,2009/12/15-,21695-257,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6dd09be6-a345-4a42-9b64-51b7808ff45f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6dd09be6-a345-4a42-9b64-51b7808ff45f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6dd09be6-a345-4a42-9b64-51b7808ff45f,6dd09be6-a345-4a42-9b64-51b7808ff45f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100629,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PHYSICIANS TOTAL CARE INC,2004/06/21-,54868-1036,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8c330933-ee51-4261-917e-155fddf1b711/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8c330933-ee51-4261-917e-155fddf1b711,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8c330933-ee51-4261-917e-155fddf1b711,8c330933-ee51-4261-917e-155fddf1b711
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40513,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE PLUS","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100521,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,STAT RX USA LLC,2003/08/25-,16590-581,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eb1f2e22-5120-449f-9efb-7ac5a7c06bed/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eb1f2e22-5120-449f-9efb-7ac5a7c06bed,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eb1f2e22-5120-449f-9efb-7ac5a7c06bed,eb1f2e22-5120-449f-9efb-7ac5a7c06bed
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40511,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20190611,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PD RX PHARMACEUTICALS INC,2003/08/27-,55289-879,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b1f56c61-1a51-48e2-a2f1-f15926284871/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1f56c61-1a51-48e2-a2f1-f15926284871,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b1f56c61-1a51-48e2-a2f1-f15926284871,b1f56c61-1a51-48e2-a2f1-f15926284871
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20190321,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,NUCARE PHARMACEUTICALS INC,2012/09/13-,68071-3249,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4ecb7bdc-4a43-7444-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4ecb7bdc-4a43-7444-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4ecb7bdc-4a43-7444-e054-00144ff88e88,4ecb7bdc-4a43-7444-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,204984,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20181207,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,ALVOGEN INC,2017/01/30-,47781-536,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,Acetaminophen; Butalbital; Caffeine,Acetaminophen; Butalbital; Caffeine,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/386ee445-35a8-78dd-e545-d101768607e3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=386ee445-35a8-78dd-e545-d101768607e3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=386ee445-35a8-78dd-e545-d101768607e3,386ee445-35a8-78dd-e545-d101768607e3
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20181201,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PROFICIENT RX LP,2012/09/13-,63187-933,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7a2219a8-8aaf-44ad-9808-b67923df361a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7a2219a8-8aaf-44ad-9808-b67923df361a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7a2219a8-8aaf-44ad-9808-b67923df361a,7a2219a8-8aaf-44ad-9808-b67923df361a
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,40885,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180618,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,AVKARE INC,2014/11/24-,42291-181,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f5bbad36-6a0e-3518-3f12-138ae9f63980/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5bbad36-6a0e-3518-3f12-138ae9f63980,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f5bbad36-6a0e-3518-3f12-138ae9f63980,f5bbad36-6a0e-3518-3f12-138ae9f63980
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180523,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,2012/09/13-,50436-1695,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b7e8a3c5-9da8-4609-9907-7de9e3243f7d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7e8a3c5-9da8-4609-9907-7de9e3243f7d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b7e8a3c5-9da8-4609-9907-7de9e3243f7d,b7e8a3c5-9da8-4609-9907-7de9e3243f7d
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180511,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,BRYANT RANCH PREPACK,2012/09/13-,71335-0365,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/65bc1e24-0409-45ad-8b57-afc73e215114/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=65bc1e24-0409-45ad-8b57-afc73e215114,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=65bc1e24-0409-45ad-8b57-afc73e215114,65bc1e24-0409-45ad-8b57-afc73e215114
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,88616,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180403,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,2007/12/13-,50436-3369,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/673648ec-81ea-4f9f-a988-19016683aa6d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=673648ec-81ea-4f9f-a988-19016683aa6d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=673648ec-81ea-4f9f-a988-19016683aa6d,673648ec-81ea-4f9f-a988-19016683aa6d
