dosageforms,routesofadministration,marketingcategory,applicationnumbers,tradename,genericpropernames,mostrecentspldateyyyymmdd,establishedpharmacologicclasses,initialusapproval,company,marketingdatesyyyymmdd,marketyear,ndcs,activeingredientuniis,activeingredients,activemoietynames,activemoietyuniis,fdalabellink,dailymedlink,setid,excipients,type
TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180330,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,2013/01/30-,2013,68788-9711,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/71ab0446-3772-4680-93c5-8020d21dc15f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=71ab0446-3772-4680-93c5-8020d21dc15f,71ab0446-3772-4680-93c5-8020d21dc15f,"fd&c blue # 1, fd&c red # 40, gelatin, microcrystalline cellulose, stearic acid, talc, titanium dioxide",Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180330,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,1995/06/12-,1995,68788-9025,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/41fbd224-1239-4d89-8e19-0a300cd66f38/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=41fbd224-1239-4d89-8e19-0a300cd66f38,41fbd224-1239-4d89-8e19-0a300cd66f38,"fd&c blue # 1, fd&c red # 40, gelatin, microcrystalline cellulose, stearic acid, talc, titanium dioxide",Stimulants
TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180222,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2018/01/08-,2018,71610-042,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e579dee5-bcf7-4f10-ac5d-13af5a06b12d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e579dee5-bcf7-4f10-ac5d-13af5a06b12d,e579dee5-bcf7-4f10-ac5d-13af5a06b12d,,Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180212,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,AVPAK,2017/07/21-,2017,50268-139,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/83001953-2524-42be-9e90-f0b6a6852b6c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=83001953-2524-42be-9e90-f0b6a6852b6c,83001953-2524-42be-9e90-f0b6a6852b6c,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch,, stearic acid",Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180125,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PD RX PHARMACEUTICALS INC,1995/06/12-,1995,43063-369,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4,3c0c9e82-59f1-48f5-9aea-fb1ed5362ea4,"d&c yellow #10, d&c yellow #10 aluminum lake, d&c red #33, d&c red #28, fd&c blue #1, fd&c blue #1 aluminum lake, fd&c blue #2 aluminum lake, fd&c blue #10 aluminum lake, fd&c red #40  aluminum lake, gelatin, microcrystalline cellulose, pregelatinized starch, talc, titanium dioxide, stearic acid, colloidal silicon dioxide",Stimulants
TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20180101,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,BRYANT RANCH PREPACK,1987/01/21-,1987,71335-0347,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a6e82fcc-578b-475b-bb49-8b0d837600f1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6e82fcc-578b-475b-bb49-8b0d837600f1,a6e82fcc-578b-475b-bb49-8b0d837600f1,d&c yellow no,Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170929,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,WEST WARD PHARMACEUTICALS CORP,1995/06/12-,1995,0143-1787,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/856d0894-e840-4b87-95aa-3085d5aed5be/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=856d0894-e840-4b87-95aa-3085d5aed5be,856d0894-e840-4b87-95aa-3085d5aed5be,d&c yellow no,Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170511,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,ATLANTIC BIOLOGICALS CORPS,1995/06/12-,1995,17856-1787,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/098f223d-842b-46d3-ab8b-5a998571c459/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=098f223d-842b-46d3-ab8b-5a998571c459,098f223d-842b-46d3-ab8b-5a998571c459,"purified water, sorbitol, propylene glycol, xanthan gum, natural orange flavor, methacrylic acid, methyl methacrylate copolymer, sodium polystyrene sulfonate, vegetable oil, triethyl citrate, methylparaben, citric acid, sucralose, propylparaben, orange color (fd&c yellow no",Stimulants
CAPSULE,ORAL,ANDA,207118,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20170426,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,MARLEX PHARMACEUTICALS INC,2017/04/01-,2017,10135-628,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5f6997ee-45d5-4ef9-a829-a284a35a4e72/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f6997ee-45d5-4ef9-a829-a284a35a4e72,5f6997ee-45d5-4ef9-a829-a284a35a4e72,"sugar spheres, povidone, hydroxypropylmethylcellulose, polyethylene glycol, ethylcellulose aqueous dispersion, dibutyl sebacate, gelatin, titanium dioxide",Stimulants
CAPSULE,ORAL,ANDA,207118,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20161215,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,SUNRISE PHARMACEUTICAL INC,2017/01/10-,2017,11534-187,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee7630f8-f4b8-4eb0-b34d-d908567030c4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee7630f8-f4b8-4eb0-b34d-d908567030c4,ee7630f8-f4b8-4eb0-b34d-d908567030c4,,Stimulants
TABLET,ORAL,ANDA,89175,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20151030,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,DIRECT RX,2014/01/01-,2014,61919-022,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c0a97823-63d5-43fa-862f-2acce3185681/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c0a97823-63d5-43fa-862f-2acce3185681,c0a97823-63d5-43fa-862f-2acce3185681,,Stimulants
SYRUP,ORAL,ANDA,40387,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20131206,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,MIKART INC,2003/01/31-,2003,46672-633,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3f0f6064-cc9f-491c-a940-3f087abbc774/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3f0f6064-cc9f-491c-a940-3f087abbc774,3f0f6064-cc9f-491c-a940-3f087abbc774,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch,, stearic acid",Stimulants
TABLET,ORAL,ANDA,40511,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110815,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REDPHARM DRUG INC,2003/08/27-,2003,67296-0718,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e8982243-5634-400a-8b23-8029fb4e5e92/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e8982243-5634-400a-8b23-8029fb4e5e92,e8982243-5634-400a-8b23-8029fb4e5e92,"sugar spheres, methacrylic acid copolymers, triethyl citrate, talc, colloidal silicon dioxide, hypromellose, polydextrose, triacetin, macrogol/peg, fd&c yellow #6/sunset yellow fcf al, fd&c blue #2/ indigo carmine al, titanium dioxide, gelatin",Stimulants
TABLET,ORAL,ANDA,89175,"butalbital, acetaminophen and caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110801,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,1987/01/21-,1987,50436-4856,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/11690b28-5509-496a-9648-349158770ec2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=11690b28-5509-496a-9648-349158770ec2,11690b28-5509-496a-9648-349158770ec2,"acetyltributyl citrate, ethylcellulose, gelatin, hypromellose, hypromellose acetate succinate, sugar spheres (which contain sucrose, starch [maize]), talc, titanium dioxide",Stimulants
TABLET,ORAL,ANDA,40496,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20110801,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REBEL DISTRIBUTORS CORP,2003/12/23-,2003,21695-843,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/917f576b-ead7-442d-bf90-7fb981210805/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=917f576b-ead7-442d-bf90-7fb981210805,917f576b-ead7-442d-bf90-7fb981210805,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized corn starch, stearic acid",Stimulants
TABLET,ORAL,ANDA,40336,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100920,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,REBEL DISTRIBUTORS CORP,2009/12/15-,2009,21695-257,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6dd09be6-a345-4a42-9b64-51b7808ff45f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6dd09be6-a345-4a42-9b64-51b7808ff45f,6dd09be6-a345-4a42-9b64-51b7808ff45f,"corn starch, d&c red no",Stimulants
TABLET,ORAL,ANDA,89718,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100629,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PHYSICIANS TOTAL CARE INC,2004/06/21-,2004,54868-1036,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8c330933-ee51-4261-917e-155fddf1b711/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8c330933-ee51-4261-917e-155fddf1b711,8c330933-ee51-4261-917e-155fddf1b711,,Stimulants
TABLET,ORAL,ANDA,40513,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE PLUS","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",20100521,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,STAT RX USA LLC,2003/08/25-,2003,16590-581,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eb1f2e22-5120-449f-9efb-7ac5a7c06bed/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eb1f2e22-5120-449f-9efb-7ac5a7c06bed,eb1f2e22-5120-449f-9efb-7ac5a7c06bed,"butylated hydroxytoluene, carnauba wax, cellulose acetate, hypromellose, lactose, phosphoric acid, poloxamer, polyethylene glycol, polyethylene oxides, povidone, propylene glycol, sodium chloride, stearic acid, succinic acid, synthetic iron oxides, titanium dioxide,, triacetin",Stimulants
TABLET,ORAL,ANDA,40511,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20190611,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PD RX PHARMACEUTICALS INC,2003/08/27-,2003,55289-879,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b1f56c61-1a51-48e2-a2f1-f15926284871/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1f56c61-1a51-48e2-a2f1-f15926284871,b1f56c61-1a51-48e2-a2f1-f15926284871,"sugar spheres, ethylcellulose, oleic acid, medium-chain triglycerides, titanium dioxide, gelatin, shellac, propylene glycol, hypromellose, polyethylene glycol,, black iron oxide",Stimulants
TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20190321,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,NUCARE PHARMACEUTICALS INC,2012/09/13-,2012,68071-3249,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4ecb7bdc-4a43-7444-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4ecb7bdc-4a43-7444-e054-00144ff88e88,4ecb7bdc-4a43-7444-e054-00144ff88e88,,Stimulants
TABLET,ORAL,ANDA,204984,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20181207,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,ALVOGEN INC,2017/01/30-,2017,47781-536,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,Acetaminophen; Butalbital; Caffeine,Acetaminophen; Butalbital; Caffeine,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/386ee445-35a8-78dd-e545-d101768607e3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=386ee445-35a8-78dd-e545-d101768607e3,386ee445-35a8-78dd-e545-d101768607e3,"ammonio methacrylate copolymer, black iron oxide (10, 40 mg capsules only), gelatin, methacrylic acid copolymer, polyethylene glycol, red iron oxide (10 40 mg capsules only), sugar spheres, talc, titanium dioxide, triethyl citrate, and yellow iron oxide (10, 30, and 40 mg capsules only)",Stimulants
TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20181201,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PROFICIENT RX LP,2012/09/13-,2012,63187-933,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7a2219a8-8aaf-44ad-9808-b67923df361a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7a2219a8-8aaf-44ad-9808-b67923df361a,7a2219a8-8aaf-44ad-9808-b67923df361a,"microcrystalline cellulose, crospovidone, croscarmellose sodium, corn starch, stearic acid, colloidal silicon dioxide, magnesium stearate,, fd&c blue no",Stimulants
CAPSULE,ORAL,ANDA,40885,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180618,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,AVKARE INC,2014/11/24-,2014,42291-181,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f5bbad36-6a0e-3518-3f12-138ae9f63980/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5bbad36-6a0e-3518-3f12-138ae9f63980,f5bbad36-6a0e-3518-3f12-138ae9f63980,"benzoic acid, citric acid anhydrous, purified water, sodium citrate hydrous, sodium saccharin, sorbitol solution,, artificial bubble gum flavor",Stimulants
TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180523,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,2012/09/13-,2012,50436-1695,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b7e8a3c5-9da8-4609-9907-7de9e3243f7d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7e8a3c5-9da8-4609-9907-7de9e3243f7d,b7e8a3c5-9da8-4609-9907-7de9e3243f7d,"microcrystalline cellulose, crospovidone, croscarmellose sodium, corn starch, stearic acid, colloidal silicon dioxide, magnesium stearate,, fd&c blue no",Stimulants
TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180511,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,BRYANT RANCH PREPACK,2012/09/13-,2012,71335-0365,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/65bc1e24-0409-45ad-8b57-afc73e215114/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=65bc1e24-0409-45ad-8b57-afc73e215114,65bc1e24-0409-45ad-8b57-afc73e215114,"sodium lauryl sulfate, talc, microcrystalline cellulose, stearic acid, d&c yellow #10, fd&c red #40, titanium dioxide, fd&c blue #1, fd&c yellow #6, gelatin",Stimulants
TABLET,ORAL,ANDA,88616,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180403,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,UNIT DOSE SERVICES,2007/12/13-,2007,50436-3369,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/673648ec-81ea-4f9f-a988-19016683aa6d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=673648ec-81ea-4f9f-a988-19016683aa6d,673648ec-81ea-4f9f-a988-19016683aa6d,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone,, pregelatinized corn starch",Stimulants
TABLET,ORAL,ANDA,200243,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180403,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,2017/03/29-,2017,68788-6939,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/85ce51e7-18c5-4ef2-8084-b1629dc32263/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=85ce51e7-18c5-4ef2-8084-b1629dc32263,85ce51e7-18c5-4ef2-8084-b1629dc32263,"colloidal silicon dioxide, compressible sugar, magnesium stearate, microcrystalline cellulose, pregelatinized starch (corn)",Stimulants
TABLET,ORAL,ANDA,88616,"Butalbital, Acetaminophen, and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20180402,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,PREFERRED PHARMACEUTICALS INC,2015/05/08-,2015,68788-9287,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d134544e-e54c-41fd-8c89-d7f017fb0829/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d134544e-e54c-41fd-8c89-d7f017fb0829,d134544e-e54c-41fd-8c89-d7f017fb0829,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Stimulants
TABLET,ORAL,ANDA,40511,"Butalbital, Acetaminophen and Caffeine","BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",20171228,Barbiturate; Central Nervous System Stimulant; Methylxanthine,,CARILION MATERIALS MANAGEMENT,2003/08/27-,2003,68151-1313,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,362O9ITL9D; 3G6A5W338E; KHS0AZ4JVK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/97c50a3b-f954-46ed-9fa5-b9a45d485f1d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=97c50a3b-f954-46ed-9fa5-b9a45d485f1d,97c50a3b-f954-46ed-9fa5-b9a45d485f1d,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone,, pregelatinized corn starch",Stimulants
